ID,Prob1
43717, 0.55
43718, 0.31
43719, 0.18
43720, 0.07
43721, 0.39
43722, 0.41
43723, 0.46
43724, 0.20
43725, 0.24
43726, 0.42
43727, 0.44
43728, 0.21
43729, 0.31
43730, 0.51
43731, 0.22
43732, 0.39
43733, 0.53
43734, 0.36
43735, 0.65
43736, 0.82
43737, 0.20
43738, 0.25
43739, 0.31
43740, 0.35
43741, 0.39
43742, 0.32
43743, 0.11
43744, 0.12
43745, 0.29
43746, 0.16
43747, 0.40
43748, 0.22
43749, 0.32
43750, 0.19
43751, 0.26
43752, 0.74
43753, 0.10
43754, 0.40
43755, 0.28
43756, 0.46
43757, 0.62
43758, 0.29
43759, 0.33
43760, 0.45
43761, 0.26
43762, 0.20
43763, 0.18
43764, 0.34
43765, 0.39
43766, 0.60
43767, 0.15
43768, 0.27
43769, 0.24
43770, 0.24
43771, 0.18
43772, 0.28
43773, 0.14
43774, 0.27
43775, 0.29
43776, 0.39
43777, 0.08
43778, 0.21
43779, 0.35
43780, 0.25
43781, 0.91
43782, 0.52
43783, 0.39
43784, 0.93
43785, 0.07
43786, 0.23
43787, 0.17
43788, 0.12
43789, 0.95
43790, 0.30
43791, 0.52
43792, 0.18
43793, 0.47
43794, 0.85
43795, 0.19
43796, 0.23
43797, 0.35
43798, 0.36
43799, 0.38
43800, 0.39
43801, 0.23
43802, 0.23
43803, 0.78
43804, 0.24
43805, 0.35
43806, 0.70
43807, 0.25
43808, 0.83
43809, 0.34
43810, 0.31
43811, 0.34
43812, 0.46
43813, 0.38
43814, 0.35
43815, 0.56
43816, 0.48
43817, 0.12
43818, 0.43
43819, 0.53
43820, 0.26
43821, 0.31
43822, 0.55
43823, 0.23
43824, 0.18
43825, 0.14
43826, 0.15
43827, 0.15
43828, 0.18
43829, 0.30
43830, 0.17
43831, 0.39
43832, 0.22
43833, 0.55
43834, 0.10
43835, 0.56
43836, 0.30
43837, 0.25
43838, 0.90
43839, 0.25
43840, 0.27
43841, 0.13
43842, 0.35
43843, 0.43
43844, 0.46
43845, 0.39
43846, 0.40
43847, 0.17
43848, 0.33
43849, 0.22
43850, 0.21
43851, 0.61
43852, 0.37
43853, 0.53
43854, 0.16
43855, 0.85
43856, 0.39
43857, 0.20
43858, 0.19
43859, 0.26
43860, 0.54
43861, 0.45
43862, 0.16
43863, 0.84
43864, 0.45
43865, 0.47
43866, 0.24
43867, 0.40
43868, 0.36
43869, 0.18
43870, 0.51
43871, 0.22
43872, 0.28
43873, 0.31
43874, 0.60
43875, 0.24
43876, 0.32
43877, 0.15
43878, 0.34
43879, 0.50
43880, 0.48
43881, 0.12
43882, 0.16
43883, 0.24
43884, 0.09
43885, 0.78
43886, 0.35
43887, 0.22
43888, 0.60
43889, 0.18
43890, 0.56
43891, 0.38
43892, 0.25
43893, 0.68
43894, 0.26
43895, 0.21
43896, 0.34
43897, 0.92
43898, 0.17
43899, 0.24
43900, 0.24
43901, 0.86
43902, 0.22
43903, 0.17
43904, 0.38
43905, 0.27
43906, 0.36
43907, 0.15
43908, 0.14
43909, 0.28
43910, 0.07
43911, 0.56
43912, 0.30
43913, 0.38
43914, 0.44
43915, 0.44
43916, 0.22
43917, 0.45
43918, 0.26
43919, 0.73
43920, 0.11
43921, 0.23
43922, 0.22
43923, 0.19
43924, 0.61
43925, 0.68
43926, 0.40
43927, 0.17
43928, 0.39
43929, 0.29
43930, 0.09
43931, 0.41
43932, 0.40
43933, 0.19
43934, 0.43
43935, 0.21
43936, 0.42
43937, 0.31
43938, 0.18
43939, 0.34
43940, 0.16
43941, 0.17
43942, 0.44
43943, 0.27
43944, 0.35
43945, 0.18
43946, 0.60
43947, 0.39
43948, 0.27
43949, 0.26
43950, 0.11
43951, 0.27
43952, 0.20
43953, 0.19
43954, 0.13
43955, 0.29
43956, 0.51
43957, 0.12
43958, 0.40
43959, 0.42
43960, 0.92
43961, 0.24
43962, 0.26
43963, 0.40
43964, 0.25
43965, 0.18
43966, 0.43
43967, 0.44
43968, 0.20
43969, 0.19
43970, 0.25
43971, 0.16
43972, 0.24
43973, 0.11
43974, 0.21
43975, 0.39
43976, 0.91
43977, 0.41
43978, 0.45
43979, 0.25
43980, 0.19
43981, 0.23
43982, 0.19
43983, 0.38
43984, 0.18
43985, 0.15
43986, 0.72
43987, 0.25
43988, 0.18
43989, 0.08
43990, 0.24
43991, 0.27
43992, 0.70
43993, 0.15
43994, 0.48
43995, 0.20
43996, 0.39
43997, 0.36
43998, 0.22
43999, 0.40
44000, 0.32
44001, 0.22
44002, 0.15
44003, 0.21
44004, 0.47
44005, 0.57
44006, 0.19
44007, 0.21
44008, 0.08
44009, 0.21
44010, 0.06
44011, 0.15
44012, 0.35
44013, 0.28
44014, 0.31
44015, 0.58
44016, 0.34
44017, 0.13
44018, 0.20
44019, 0.19
44020, 0.21
44021, 0.17
44022, 0.36
44023, 0.40
44024, 0.11
44025, 0.26
44026, 0.39
44027, 0.27
44028, 0.31
44029, 0.78
44030, 0.31
44031, 0.54
44032, 0.34
44033, 0.47
44034, 0.33
44035, 0.63
44036, 0.09
44037, 0.22
44038, 0.35
44039, 0.27
44040, 0.25
44041, 0.29
44042, 0.33
44043, 0.97
44044, 0.41
44045, 0.22
44046, 0.39
44047, 0.70
44048, 0.52
44049, 0.18
44050, 0.68
44051, 0.30
44052, 0.21
44053, 0.23
44054, 0.12
44055, 0.63
44056, 0.20
44057, 0.49
44058, 0.83
44059, 0.10
44060, 0.30
44061, 0.46
44062, 0.21
44063, 0.52
44064, 0.57
44065, 0.08
44066, 0.21
44067, 0.11
44068, 0.66
44069, 0.23
44070, 0.43
44071, 0.23
44072, 0.45
44073, 0.05
44074, 0.27
44075, 0.32
44076, 0.26
44077, 0.41
44078, 0.19
44079, 0.22
44080, 0.63
44081, 0.88
44082, 0.32
44083, 0.37
44084, 0.24
44085, 0.22
44086, 0.18
44087, 0.33
44088, 0.20
44089, 0.32
44090, 0.26
44091, 0.23
44092, 0.18
44093, 0.18
44094, 0.30
44095, 0.17
44096, 0.41
44097, 0.13
44098, 0.67
44099, 0.19
44100, 0.17
44101, 0.72
44102, 0.19
44103, 0.49
44104, 0.29
44105, 0.38
44106, 0.22
44107, 0.25
44108, 0.79
44109, 0.19
44110, 0.23
44111, 0.49
44112, 0.78
44113, 0.13
44114, 0.34
44115, 0.52
44116, 0.30
44117, 0.31
44118, 0.25
44119, 0.28
44120, 0.17
44121, 0.29
44122, 0.26
44123, 0.18
44124, 0.20
44125, 0.39
44126, 0.30
44127, 0.28
44128, 0.23
44129, 0.19
44130, 0.26
44131, 0.30
44132, 0.28
44133, 0.19
44134, 0.59
44135, 0.38
44136, 0.55
44137, 0.52
44138, 0.25
44139, 0.61
44140, 0.16
44141, 0.26
44142, 0.33
44143, 0.40
44144, 0.45
44145, 0.34
44146, 0.04
44147, 0.34
44148, 0.09
44149, 0.23
44150, 0.38
44151, 0.43
44152, 0.13
44153, 0.35
44154, 0.18
44155, 0.29
44156, 0.70
44157, 0.61
44158, 0.12
44159, 0.17
44160, 0.62
44161, 0.16
44162, 0.13
44163, 0.76
44164, 0.43
44165, 0.13
44166, 0.30
44167, 0.29
44168, 0.25
44169, 0.61
44170, 0.24
44171, 0.70
44172, 0.90
44173, 0.09
44174, 0.27
44175, 0.13
44176, 0.24
44177, 0.69
44178, 0.46
44179, 0.18
44180, 0.34
44181, 0.10
44182, 0.41
44183, 0.44
44184, 0.28
44185, 0.19
44186, 0.29
44187, 0.55
44188, 0.20
44189, 0.38
44190, 0.16
44191, 0.32
44192, 0.35
44193, 0.12
44194, 0.32
44195, 0.36
44196, 0.17
44197, 0.41
44198, 0.28
44199, 0.40
44200, 0.77
44201, 0.44
44202, 0.18
44203, 0.35
44204, 0.16
44205, 0.42
44206, 0.92
44207, 0.21
44208, 0.29
44209, 0.48
44210, 0.33
44211, 0.20
44212, 0.93
44213, 0.82
44214, 0.17
44215, 0.36
44216, 0.05
44217, 0.33
44218, 0.06
44219, 0.21
44220, 0.35
44221, 0.16
44222, 0.53
44223, 0.75
44224, 0.54
44225, 0.47
44226, 0.43
44227, 0.16
44228, 0.44
44229, 0.41
44230, 0.30
44231, 0.17
44232, 0.26
44233, 0.61
44234, 0.61
44235, 0.38
44236, 0.59
44237, 0.39
44238, 0.70
44239, 0.54
44240, 0.07
44241, 0.74
44242, 0.27
44243, 0.27
44244, 0.38
44245, 0.34
44246, 0.06
44247, 0.22
44248, 0.11
44249, 0.62
44250, 0.44
44251, 0.52
44252, 0.14
44253, 0.51
44254, 0.15
44255, 0.28
44256, 0.22
44257, 0.10
44258, 0.22
44259, 0.12
44260, 0.75
44261, 0.28
44262, 0.58
44263, 0.21
44264, 0.46
44265, 0.26
44266, 0.49
44267, 0.34
44268, 0.73
44269, 0.15
44270, 0.31
44271, 0.75
44272, 0.35
44273, 0.28
44274, 0.25
44275, 0.17
44276, 0.30
44277, 0.41
44278, 0.36
44279, 0.28
44280, 0.20
44281, 0.49
44282, 0.43
44283, 0.27
44284, 0.19
44285, 0.38
44286, 0.28
44287, 0.52
44288, 0.31
44289, 0.23
44290, 0.22
44291, 0.21
44292, 0.24
44293, 0.73
44294, 0.24
44295, 0.16
44296, 0.34
44297, 0.22
44298, 0.64
44299, 0.57
44300, 0.38
44301, 0.24
44302, 0.23
44303, 0.39
44304, 0.44
44305, 0.71
44306, 0.40
44307, 0.06
44308, 0.27
44309, 0.43
44310, 0.67
44311, 0.28
44312, 0.21
44313, 0.24
44314, 0.28
44315, 0.12
44316, 0.30
44317, 0.13
44318, 0.14
44319, 0.36
44320, 0.21
44321, 0.20
44322, 0.18
44323, 0.34
44324, 0.52
44325, 0.44
44326, 0.46
44327, 0.65
44328, 0.54
44329, 0.73
44330, 0.95
44331, 0.32
44332, 0.08
44333, 0.67
44334, 0.04
44335, 0.03
44336, 0.57
44337, 0.28
44338, 0.36
44339, 0.14
44340, 0.48
44341, 0.04
44342, 0.18
44343, 0.12
44344, 0.39
44345, 0.30
44346, 0.22
44347, 0.39
44348, 0.42
44349, 0.63
44350, 0.74
44351, 0.44
44352, 0.21
44353, 0.59
44354, 0.11
44355, 0.15
44356, 0.58
44357, 0.23
44358, 0.35
44359, 0.65
44360, 0.75
44361, 0.42
44362, 0.28
44363, 0.29
44364, 0.12
44365, 0.40
44366, 0.46
44367, 0.36
44368, 0.24
44369, 0.29
44370, 0.35
44371, 0.22
44372, 0.25
44373, 0.17
44374, 0.97
44375, 0.35
44376, 0.30
44377, 0.15
44378, 0.21
44379, 0.13
44380, 0.37
44381, 0.45
44382, 0.35
44383, 0.21
44384, 0.50
44385, 0.32
44386, 0.22
44387, 0.61
44388, 0.98
44389, 0.25
44390, 0.82
44391, 0.54
44392, 0.13
44393, 0.57
44394, 0.22
44395, 0.18
44396, 0.25
44397, 0.80
44398, 0.29
44399, 0.13
44400, 0.22
44401, 0.35
44402, 0.23
44403, 0.21
44404, 0.32
44405, 0.20
44406, 0.38
44407, 0.63
44408, 0.24
44409, 0.22
44410, 0.29
44411, 0.33
44412, 0.37
44413, 0.61
44414, 0.52
44415, 0.16
44416, 0.27
44417, 0.11
44418, 0.35
44419, 0.33
44420, 0.23
44421, 0.11
44422, 0.29
44423, 0.35
44424, 0.70
44425, 0.48
44426, 0.54
44427, 0.28
44428, 0.16
44429, 0.57
44430, 0.40
44431, 0.49
44432, 0.74
44433, 0.29
44434, 0.47
44435, 0.21
44436, 0.01
44437, 0.18
44438, 0.27
44439, 0.15
44440, 0.39
44441, 0.27
44442, 0.36
44443, 0.28
44444, 0.14
44445, 0.21
44446, 0.33
44447, 0.35
44448, 0.20
44449, 0.19
44450, 0.53
44451, 0.44
44452, 0.38
44453, 0.24
44454, 0.23
44455, 0.31
44456, 0.06
44457, 0.63
44458, 0.59
44459, 0.86
44460, 0.26
44461, 0.29
44462, 0.41
44463, 0.43
44464, 0.22
44465, 0.37
44466, 0.21
44467, 0.15
44468, 0.30
44469, 0.14
44470, 0.07
44471, 0.24
44472, 0.37
44473, 0.23
44474, 0.17
44475, 0.18
44476, 0.13
44477, 0.17
44478, 0.21
44479, 0.37
44480, 0.96
44481, 0.42
44482, 0.16
44483, 0.30
44484, 0.08
44485, 0.61
44486, 0.67
44487, 0.63
44488, 0.28
44489, 0.68
44490, 0.31
44491, 0.47
44492, 0.39
44493, 0.70
44494, 0.18
44495, 0.03
44496, 0.30
44497, 0.45
44498, 0.08
44499, 0.44
44500, 0.19
44501, 0.48
44502, 0.35
44503, 0.38
44504, 0.30
44505, 0.15
44506, 0.57
44507, 0.20
44508, 0.13
44509, 0.33
44510, 0.49
44511, 0.63
44512, 0.38
44513, 0.08
44514, 0.36
44515, 0.23
44516, 0.30
44517, 0.12
44518, 0.17
44519, 0.39
44520, 0.78
44521, 0.34
44522, 0.10
44523, 0.52
44524, 0.61
44525, 0.41
44526, 0.33
44527, 0.07
44528, 0.54
44529, 0.31
44530, 0.24
44531, 0.52
44532, 0.15
44533, 0.29
44534, 0.37
44535, 0.34
44536, 0.18
44537, 0.17
44538, 0.56
44539, 0.15
44540, 0.40
44541, 0.53
44542, 0.34
44543, 0.15
44544, 0.19
44545, 0.37
44546, 0.05
44547, 0.42
44548, 0.09
44549, 0.58
44550, 0.31
44551, 0.32
44552, 0.56
44553, 0.47
44554, 0.70
44555, 0.43
44556, 0.30
44557, 0.41
44558, 0.42
44559, 0.25
44560, 0.14
44561, 0.35
44562, 0.60
44563, 0.50
44564, 0.42
44565, 0.39
44566, 0.20
44567, 0.46
44568, 0.46
44569, 0.40
44570, 0.25
44571, 0.20
44572, 0.39
44573, 0.55
44574, 0.11
44575, 0.50
44576, 0.47
44577, 0.57
44578, 0.92
44579, 0.29
44580, 0.70
44581, 0.58
44582, 0.76
44583, 0.30
44584, 0.24
44585, 0.34
44586, 0.30
44587, 0.96
44588, 0.27
44589, 0.54
44590, 0.44
44591, 0.55
44592, 0.88
44593, 0.43
44594, 0.66
44595, 0.35
44596, 0.26
44597, 0.60
44598, 0.09
44599, 0.19
44600, 0.34
44601, 0.07
44602, 0.07
44603, 0.18
44604, 0.20
44605, 0.80
44606, 0.31
44607, 0.52
44608, 0.29
44609, 0.45
44610, 0.38
44611, 0.48
44612, 0.46
44613, 0.30
44614, 0.40
44615, 0.21
44616, 0.51
44617, 0.49
44618, 0.32
44619, 0.20
44620, 0.57
44621, 0.40
44622, 0.53
44623, 0.40
44624, 0.31
44625, 0.15
44626, 0.15
44627, 0.28
44628, 0.08
44629, 0.26
44630, 0.72
44631, 0.26
44632, 0.34
44633, 0.84
44634, 0.09
44635, 0.82
44636, 0.41
44637, 0.23
44638, 0.20
44639, 0.37
44640, 0.31
44641, 0.12
44642, 0.37
44643, 0.76
44644, 0.30
44645, 0.25
44646, 0.18
44647, 0.84
44648, 0.21
44649, 0.40
44650, 0.76
44651, 0.39
44652, 0.17
44653, 0.20
44654, 0.23
44655, 0.19
44656, 0.23
44657, 0.21
44658, 0.11
44659, 0.23
44660, 0.14
44661, 0.41
44662, 0.11
44663, 0.14
44664, 0.17
44665, 0.51
44666, 0.17
44667, 0.37
44668, 0.13
44669, 0.59
44670, 0.45
44671, 0.82
44672, 0.12
44673, 0.51
44674, 0.26
44675, 0.39
44676, 0.44
44677, 0.22
44678, 0.55
44679, 0.34
44680, 0.35
44681, 0.30
44682, 0.94
44683, 0.23
44684, 0.05
44685, 0.22
44686, 0.52
44687, 0.12
44688, 0.75
44689, 0.26
44690, 0.10
44691, 0.24
44692, 0.20
44693, 0.29
44694, 0.60
44695, 0.64
44696, 0.33
44697, 0.31
44698, 0.71
44699, 0.36
44700, 0.36
44701, 0.46
44702, 0.33
44703, 0.57
44704, 0.37
44705, 0.52
44706, 0.21
44707, 0.26
44708, 0.37
44709, 0.44
44710, 0.28
44711, 0.23
44712, 0.19
44713, 0.32
44714, 0.92
44715, 0.26
44716, 0.37
44717, 0.15
44718, 0.31
44719, 0.35
44720, 0.23
44721, 0.43
44722, 0.27
44723, 0.37
44724, 0.47
44725, 0.54
44726, 0.44
44727, 0.11
44728, 0.10
44729, 0.37
44730, 0.42
44731, 0.17
44732, 0.67
44733, 0.09
44734, 0.17
44735, 0.31
44736, 0.28
44737, 0.88
44738, 0.30
44739, 0.36
44740, 0.26
44741, 0.39
44742, 0.43
44743, 0.51
44744, 0.78
44745, 0.65
44746, 0.12
44747, 0.14
44748, 0.47
44749, 0.21
44750, 0.12
44751, 0.35
44752, 0.35
44753, 0.73
44754, 0.22
44755, 0.30
44756, 0.34
44757, 0.17
44758, 0.21
44759, 0.69
44760, 0.61
44761, 0.37
44762, 0.32
44763, 0.63
44764, 0.43
44765, 0.34
44766, 0.52
44767, 0.42
44768, 0.51
44769, 0.51
44770, 0.94
44771, 0.28
44772, 0.38
44773, 0.24
44774, 0.16
44775, 0.14
44776, 0.30
44777, 0.14
44778, 0.49
44779, 0.52
44780, 0.22
44781, 0.35
44782, 0.58
44783, 0.19
44784, 0.26
44785, 0.25
44786, 0.11
44787, 0.32
44788, 0.33
44789, 0.18
44790, 0.31
44791, 0.69
44792, 0.43
44793, 0.30
44794, 0.19
44795, 0.98
44796, 0.54
44797, 0.37
44798, 0.94
44799, 0.12
44800, 0.19
44801, 0.73
44802, 0.06
44803, 0.68
44804, 0.18
44805, 0.17
44806, 0.35
44807, 0.17
44808, 0.39
44809, 0.77
44810, 0.12
44811, 0.22
44812, 0.46
44813, 0.16
44814, 0.21
44815, 0.30
44816, 0.36
44817, 0.17
44818, 0.26
44819, 0.30
44820, 0.28
44821, 0.30
44822, 0.22
44823, 0.66
44824, 0.33
44825, 0.38
44826, 0.29
44827, 0.14
44828, 0.40
44829, 0.33
44830, 0.10
44831, 0.34
44832, 0.17
44833, 0.58
44834, 0.22
44835, 0.15
44836, 0.30
44837, 0.43
44838, 0.50
44839, 0.08
44840, 0.76
44841, 0.22
44842, 0.21
44843, 0.15
44844, 0.61
44845, 0.39
44846, 0.28
44847, 0.47
44848, 0.24
44849, 0.40
44850, 0.28
44851, 0.32
44852, 0.19
44853, 0.27
44854, 0.24
44855, 0.18
44856, 0.07
44857, 0.54
44858, 0.23
44859, 0.16
44860, 0.28
44861, 0.11
44862, 0.21
44863, 0.25
44864, 0.07
44865, 0.63
44866, 0.25
44867, 0.36
44868, 0.20
44869, 0.56
44870, 0.20
44871, 0.10
44872, 0.19
44873, 0.71
44874, 0.24
44875, 0.19
44876, 0.23
44877, 0.50
44878, 0.24
44879, 0.49
44880, 0.45
44881, 0.35
44882, 0.24
44883, 0.58
44884, 0.52
44885, 0.67
44886, 0.33
44887, 0.20
44888, 0.16
44889, 0.27
44890, 0.17
44891, 0.85
44892, 0.55
44893, 0.60
44894, 0.21
44895, 0.69
44896, 0.34
44897, 0.25
44898, 0.29
44899, 0.27
44900, 0.38
44901, 0.27
44902, 0.10
44903, 0.27
44904, 0.21
44905, 0.48
44906, 0.34
44907, 0.24
44908, 0.28
44909, 0.32
44910, 0.62
44911, 0.20
44912, 0.26
44913, 0.54
44914, 0.34
44915, 0.23
44916, 0.27
44917, 0.25
44918, 0.48
44919, 0.31
44920, 0.28
44921, 0.55
44922, 0.40
44923, 0.35
44924, 0.75
44925, 0.66
44926, 0.07
44927, 0.36
44928, 0.37
44929, 0.38
44930, 0.33
44931, 0.06
44932, 0.34
44933, 0.27
44934, 0.26
44935, 0.24
44936, 0.24
44937, 0.15
44938, 0.71
44939, 0.62
44940, 0.31
44941, 0.94
44942, 0.40
44943, 0.46
44944, 0.30
44945, 0.30
44946, 0.05
44947, 0.24
44948, 0.07
44949, 0.26
44950, 0.78
44951, 0.20
44952, 0.26
44953, 0.23
44954, 0.40
44955, 0.25
44956, 0.13
44957, 0.42
44958, 0.16
44959, 0.10
44960, 0.44
44961, 0.69
44962, 0.16
44963, 0.23
44964, 0.41
44965, 0.14
44966, 0.57
44967, 0.17
44968, 0.38
44969, 0.21
44970, 0.33
44971, 0.27
44972, 0.19
44973, 0.16
44974, 0.21
44975, 0.32
44976, 0.27
44977, 0.17
44978, 0.24
44979, 0.22
44980, 0.46
44981, 0.20
44982, 0.27
44983, 0.42
44984, 0.15
44985, 0.30
44986, 0.56
44987, 0.09
44988, 0.27
44989, 0.35
44990, 0.42
44991, 0.42
44992, 0.07
44993, 0.38
44994, 0.32
44995, 0.43
44996, 0.46
44997, 0.11
44998, 0.54
44999, 0.20
45000, 0.13
45001, 0.12
45002, 0.30
45003, 0.32
45004, 0.13
45005, 0.37
45006, 0.29
45007, 0.18
45008, 0.13
45009, 0.38
45010, 0.35
45011, 0.18
45012, 0.37
45013, 0.19
45014, 0.55
45015, 0.40
45016, 0.25
45017, 0.24
45018, 0.27
45019, 0.91
45020, 0.44
45021, 0.05
45022, 0.84
45023, 0.41
45024, 0.22
45025, 0.23
45026, 0.49
45027, 0.41
45028, 0.49
45029, 0.24
45030, 0.07
45031, 0.65
45032, 0.23
45033, 0.72
45034, 0.32
45035, 0.31
45036, 0.52
45037, 0.38
45038, 0.25
45039, 0.15
45040, 0.51
45041, 0.37
45042, 0.65
45043, 0.03
45044, 0.58
45045, 0.42
45046, 0.08
45047, 0.37
45048, 0.48
45049, 0.25
45050, 0.43
45051, 0.19
45052, 0.13
45053, 0.31
45054, 0.21
45055, 0.42
45056, 0.14
45057, 0.16
45058, 0.27
45059, 0.53
45060, 0.13
45061, 0.37
45062, 0.22
45063, 0.17
45064, 0.37
45065, 0.49
45066, 0.32
45067, 0.29
45068, 0.95
45069, 0.19
45070, 0.25
45071, 0.34
45072, 0.06
45073, 0.34
45074, 0.52
45075, 0.23
45076, 0.47
45077, 0.16
45078, 0.33
45079, 0.29
45080, 0.17
45081, 0.21
45082, 0.65
45083, 0.34
45084, 0.09
45085, 0.27
45086, 0.10
45087, 0.52
45088, 0.05
45089, 0.59
45090, 0.31
45091, 0.07
45092, 0.46
45093, 0.23
45094, 0.33
45095, 0.13
45096, 0.05
45097, 0.36
45098, 0.29
45099, 0.27
45100, 0.20
45101, 0.10
45102, 0.23
45103, 0.19
45104, 0.21
45105, 0.25
45106, 0.09
45107, 0.24
45108, 0.24
45109, 0.26
45110, 0.79
45111, 0.73
45112, 0.30
45113, 0.26
45114, 0.29
45115, 0.28
45116, 0.55
45117, 0.14
45118, 0.33
45119, 0.18
45120, 0.27
45121, 0.30
45122, 0.23
45123, 0.30
45124, 0.09
45125, 0.06
45126, 0.26
45127, 0.36
45128, 0.24
45129, 0.21
45130, 0.28
45131, 0.42
45132, 0.10
45133, 0.13
45134, 0.07
45135, 0.11
45136, 0.27
45137, 0.34
45138, 0.60
45139, 0.29
45140, 0.31
45141, 0.12
45142, 0.74
45143, 0.16
45144, 0.25
45145, 0.19
45146, 0.07
45147, 0.10
45148, 0.77
45149, 0.34
45150, 0.47
45151, 0.24
45152, 0.28
45153, 0.20
45154, 0.21
45155, 0.14
45156, 0.31
45157, 0.25
45158, 0.12
45159, 0.75
45160, 0.45
45161, 0.22
45162, 0.11
45163, 0.18
45164, 0.06
45165, 0.14
45166, 0.35
45167, 0.79
45168, 0.36
45169, 0.34
45170, 0.25
45171, 0.24
45172, 0.29
45173, 0.08
45174, 0.85
45175, 0.23
45176, 0.28
45177, 0.25
45178, 0.12
45179, 0.81
45180, 0.50
45181, 0.26
45182, 0.64
45183, 0.39
45184, 0.26
45185, 0.29
45186, 0.10
45187, 0.30
45188, 0.37
45189, 0.30
45190, 0.05
45191, 0.44
45192, 0.21
45193, 0.42
45194, 0.83
45195, 0.61
45196, 0.84
45197, 0.10
45198, 0.29
45199, 0.67
45200, 0.30
45201, 0.33
45202, 0.18
45203, 0.37
45204, 0.30
45205, 0.49
45206, 0.44
45207, 0.31
45208, 0.25
45209, 0.16
45210, 0.75
45211, 0.22
45212, 0.42
45213, 0.22
45214, 0.93
45215, 0.46
45216, 0.37
45217, 0.25
45218, 0.41
45219, 0.07
45220, 0.46
45221, 0.11
45222, 0.39
45223, 0.45
45224, 0.10
45225, 0.49
45226, 0.22
45227, 0.25
45228, 0.27
45229, 0.26
45230, 0.42
45231, 0.32
45232, 0.20
45233, 0.05
45234, 0.29
45235, 0.48
45236, 0.50
45237, 0.35
45238, 0.59
45239, 0.72
45240, 0.38
45241, 0.30
45242, 0.75
45243, 0.66
45244, 0.66
45245, 0.23
45246, 0.11
45247, 0.21
45248, 0.06
45249, 0.08
45250, 0.33
45251, 0.16
45252, 0.16
45253, 0.27
45254, 0.15
45255, 0.65
45256, 0.06
45257, 0.68
45258, 0.28
45259, 0.13
45260, 0.19
45261, 0.25
45262, 0.33
45263, 0.26
45264, 0.65
45265, 0.24
45266, 0.19
45267, 0.80
45268, 0.57
45269, 0.25
45270, 0.11
45271, 0.24
45272, 0.85
45273, 0.34
45274, 0.18
45275, 0.07
45276, 0.46
45277, 0.24
45278, 0.20
45279, 0.15
45280, 0.26
45281, 0.23
45282, 0.19
45283, 0.19
45284, 0.69
45285, 0.13
45286, 0.47
45287, 0.28
45288, 0.31
45289, 0.22
45290, 0.33
45291, 0.61
45292, 0.20
45293, 0.68
45294, 0.39
45295, 0.23
45296, 0.29
45297, 0.38
45298, 0.58
45299, 0.27
45300, 0.20
45301, 0.59
45302, 0.26
45303, 0.46
45304, 0.18
45305, 0.15
45306, 0.32
45307, 0.35
45308, 0.21
45309, 0.17
45310, 0.23
45311, 0.36
45312, 0.12
45313, 0.78
45314, 0.23
45315, 0.24
45316, 0.53
45317, 0.39
45318, 0.29
45319, 0.59
45320, 0.16
45321, 0.36
45322, 0.35
45323, 0.39
45324, 0.45
45325, 0.19
45326, 0.47
45327, 0.36
45328, 0.41
45329, 0.21
45330, 0.37
45331, 0.19
45332, 0.39
45333, 0.31
45334, 0.30
45335, 0.22
45336, 0.25
45337, 0.24
45338, 0.61
45339, 0.16
45340, 0.73
45341, 0.20
45342, 0.22
45343, 0.26
45344, 0.47
45345, 0.21
45346, 0.46
45347, 0.38
45348, 0.19
45349, 0.36
45350, 0.10
45351, 0.27
45352, 0.21
45353, 0.30
45354, 0.60
45355, 0.50
45356, 0.82
45357, 0.25
45358, 0.52
45359, 0.29
45360, 0.44
45361, 0.28
45362, 0.46
45363, 0.19
45364, 0.08
45365, 0.61
45366, 0.19
45367, 0.05
45368, 0.26
45369, 0.75
45370, 0.29
45371, 0.36
45372, 0.24
45373, 0.51
45374, 0.53
45375, 0.20
45376, 0.20
45377, 0.44
45378, 0.26
45379, 0.33
45380, 0.13
45381, 0.94
45382, 0.41
45383, 0.39
45384, 0.28
45385, 0.55
45386, 0.27
45387, 0.17
45388, 0.91
45389, 0.20
45390, 0.20
45391, 0.48
45392, 0.36
45393, 0.12
45394, 0.34
45395, 0.52
45396, 0.78
45397, 0.10
45398, 0.76
45399, 0.19
45400, 0.40
45401, 0.42
45402, 0.20
45403, 0.19
45404, 0.36
45405, 0.21
45406, 0.26
45407, 0.57
45408, 0.17
45409, 0.19
45410, 0.16
45411, 0.16
45412, 0.62
45413, 0.12
45414, 0.23
45415, 0.12
45416, 0.21
45417, 0.11
45418, 0.23
45419, 0.36
45420, 0.26
45421, 0.19
45422, 0.18
45423, 0.46
45424, 0.41
45425, 0.49
45426, 0.47
45427, 0.11
45428, 0.27
45429, 0.24
45430, 0.26
45431, 0.38
45432, 0.21
45433, 0.67
45434, 0.14
45435, 0.35
45436, 0.40
45437, 0.25
45438, 0.60
45439, 0.33
45440, 0.55
45441, 0.19
45442, 0.54
45443, 0.77
45444, 0.39
45445, 0.20
45446, 0.22
45447, 0.07
45448, 0.51
45449, 0.28
45450, 0.35
45451, 0.50
45452, 0.43
45453, 0.37
45454, 0.29
45455, 0.57
45456, 0.31
45457, 0.61
45458, 0.30
45459, 0.45
45460, 0.39
45461, 0.45
45462, 0.20
45463, 0.13
45464, 0.86
45465, 0.31
